Key	de	fr	it	nl	ru
popup_shop_create_message	Das ausgewählte tiptoi® Produkt wird nicht vom angeschlossenen tiptoi® Stift unterstützt.\nUm tiptoi® CREATE Produkte zu nutzen, ist ein tiptoi® Stift mit Aufnahmefunktion erforderlich.\nWollen Sie das Produkt trotzdem in den Warenkorb legen?	Le produit tiptoi® sélectionné n’est pas pris en charge par le stylet tiptoi® connecté.\nSi vous souhaitez utiliser les produits tiptoi® CREATE, un stylet tiptoi® avec fonction d’enregistrement est requis.\nVoulez-vous quand-même ajouter le produit au panier ?	Il prodotto tiptoi® selezionato non è supportato dal lettore tiptoi® collegato.\nPer poter utilizzare i prodotti tiptoi® CREATE è necessario un lettore tiptoi® con funzione di registrazione.\nDesiderate lo stesso mettere il prodotto nel vostro carrello?	Het geselecteerde tiptoi® product wordt niet ondersteund door de aangesloten tiptoi® stift.\nOm gebruik te maken van tiptoi® CREATE-producten, is een tiptoi® stift met opnamefunctie vereist.\nWilt u het product alsnog in de winkelwagen leggen?	Выбранный продукт tiptoi® не поддерживается подключенной ручкой tiptoi®.\nДля использования продуктов tiptoi® CREATE необходима ручка tiptoi®с функцией записывания.\nВсё равно положить продукт в корзину?
popup_shop_create_confirm	In den Warenkorb	Ajouter au panier	Nel carrello	In de winkelwagen	В корзину
popup_shop_create_decline	Abbrechen	Annuler	Annulla	Annuleren	Отмена
popup_installs_completed_head	Auf Stift geladen	Chargé sur le stylet	Caricato sul lettore digitale	Op stift gedownload	Загрузить на ручку
popup_installs_completed_message	Die Audiodatei wurde erfolgreich auf Ihren tiptoi® Stift geladen.\n\nSie können nun Ihren Stift vom Computer trennen und Ihr tiptoi® Produkt verwenden. Viel Spaß!	Le fichier audio a été chargé avec succès sur votre stylet tiptoi®.\n\nVous pouvez maintenant déconnecter votre stylet et utiliser votre produit tiptoi®. Amusez-vous bien !	Il trasferimento del file audio sul vostro lettore tiptoi® è riuscito.\n\nPotete ora staccare il vostro lettore dal computer e utilizzare il vostro prodotto tiptoi®. Buon divertimento!	Het audiobestand werd met succes op uw tiptoi® stift gedownload.\n\nU kunt uw stift nu loskoppelen van de computer en uw tiptoi® product gebruiken. Veel plezier!	Аудиофайл был успешно загружен на Вашу ручку tiptoi®.\n\nВы можете отсоединить Вашу ручку от компьютера и использовать Ваш tiptoi® продукт. Приятного времяпровождения!
popup_installs_completed_button	OK	OK	OK	OK	ОК
popup_installations_completed_toggle	Diese Meldung in Zukunft nicht mehr anzeigen	Ne plus afficher ce message	Non visualizzare più questo messaggio	Deze melding voortaan niet meer tonen	Не показывать больше данное сообщение
popup_reset_password_head	Ihr Passwort zurücksetzen	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED
popup_reset_password_message	Bitte geben Sie die E-Mail-Adresse an, mit der Sie bereits bei Ravensburger registriert sind:	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED
popup_reset_password_confirm	Passwort zurücksetzen	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED
popup_reset_password_decline	Abbrechen	Annuler	Annulla	Annuleren	Отмена
popup_reset_password_complete_head	Ihre Zugangsdaten	Vos données d'accès	I vostri dati di accesso	Uw inloggegevens	Ваши данные доступа
popup_reset_password_complete_message	Wir haben Ihnen eine E-Mail zum Zurücksetzen ihres Passwortes an folgende Adresse versendet: \n{0}	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED	NO LOCALIZATION NEEDED
popup_reset_password_complete_confirm	OK	OK	OK	OK	ОК
popup_reset_password_busy_head	Ihre Zugangsdaten	Vos données d'accès	I vostri dati di accesso	Uw inloggegevens	Ваши данные доступа
popup_reset_password_busy_message	Ihre Zugangsdaten werden abgerufen	Vos données d'accès seront récupérées	I vostri dati di accesso vengono richiamati	Uw inloggegevens worden opgevraagd	Ваши данные доступа были отозваны.
popup_eject_pen_busy_head	Stift auswerfen	Éjecter le stylet	Rimuovere il lettore	Stift uitwerpen	Извлечь ручку
popup_eject_pen_busy_message	Ihr tiptoi® Stift wird ausgeworfen	Votre stylet tiptoi® est éjecté	Il vostro lettore tiptoi® è stato rimosso	Uw tiptoi® stift wordt uitgeworpen	Ваша ручка tiptoi® извлечена
popup_eject_pen_complete_head	Stift ausgeworfen	Stylet éjecté	Lettore rimosso	Stift uitgeworpen	Ручка извлечена
popup_eject_pen_complete_message	Ihr tiptoi® Stift wurde erfolgreich ausgeworfen und kann nun vom Computer getrennt werden.	Votre stylet tiptoi® a été éjecté avec succès et peut maintenant être déconnecté de l'ordinateur.	Il lettore tiptoi® è stato rimosso e può ora essere staccato dal computer.	Uw tiptoi® stift werd met succes uitgeworpen en kan nu worden losgekoppeld van de computer.	Ваша ручка tiptoi® была успешна извлечена и может быть отсоединена от компьютера.
popup_eject_pen_complete_button	OK	OK	OK	OK	ОК
popup_eject_pen_complete_toggle	Diese Meldung in Zukunft nicht mehr anzeigen	Ne plus afficher ce message	Non visualizzare più questo messaggio	Deze melding voortaan niet meer tonen	Не показывать больше данное сообщение
popup_eject_pen_error_head	Fehler beim Auswerfen	Erreur lors de l'éjection	Errore durante la rimozione	Fout bij het uitwerpen	Ошибка при извлечении
popup_eject_pen_error_message	Ihr tiptoi® Stift konnte nicht ausgeworfen werden. Bitte stellen Sie sicher, dass zur Zeit keine anderen Programme auf den Stift zugreifen.	Votre stylet tiptoi® n'a pas pu être éjecté. Assurez-vous qu'aucun autre programme n'a actuellement accès au stylet.	Non è stato possibile rimuovere il lettore tiptoi®. Verificare che non ci siano altri programmi che utilizzano il lettore.	Uw tiptoi® stift kon niet uitgeworpen worden. Verzeker u ervan dat er momenteel geen andere programma's toegang hebben tot de stift.	Невозможно извлечь Вашу ручку tiptoi® . Пожалуйста, убедитесь, что в текущий момент никакие программы не осуществляют доступ к Вашей ручке.
popup_eject_pen_error_button	OK	OK	OK	OK	ОК
related_product_install_popup_headline	Edition auswählen	Choisir l'édition	Selezione dell'edizione	Kies de versie	Выбрать версию
related_product_install_popup_message	Dieser Titel ist in zwei Editionen erschienen.\nWelche Edition besitzen Sie?	Ce titre a été publié en deux éditions différentes.\nQuelle édition possédez-vous?	Questo titolo è apparso in due edizioni.\nQuale edizione avete?	Deze titel is in twee versies verschenen.\nWelke versie heeft u?	Данный продукт встречается в двух версиях.\nКакая версия у Вас?
related_product_install_popup_choice	Falls Sie sich nicht sicher sind, klicken Sie bitte hier:	Si vous n'êtes pas sûr(e), veuillez cliquer ici :	Se non siete sicuri, cliccate qui:	Als u het niet zeker weet, klik dan hier:	Если Вы не уверены, нажмите здесь:
related_product_install_popup_install_both_products	Beide Audiodateien laden	Télécharger les deux fichiers audio	Carica entrambi i file audio	Download beide audiobestanden	Загрузить оба аудиофайла
popup_error_common_head	Entschuldigung, es ist ein Fehler aufgetreten	Désolé, une erreur s'est produite	Ci dispiace, si è verificato un errore	Sorry, er is een fout opgetreden	Приносим свои извинения, произошла ошибка
popup_error_common_message	Die aktuelle Aktion konnte nicht ausgeführt werden, da ein Fehler aufgetreten ist. Bitte führen Sie die gewünschte Aktion gegebenenfalls neu aus.	L'action en cours n'a pas pu être effectuée car une erreur s'est produite.\nVeuillez exécuter à nouveau l'action souhaitée.	Non si è potuta eseguire l’operazione attuale, perché si è verificato un errore.\nRipetete, se necessario, l’azione desiderata.	De actuele bewerking kon niet worden uitgevoerd, omdat er een fout is opgetreden.\nVoer de gewenste bewerking eventueel opnieuw uit.	Текущее действие не может быть выполнено, так как произошла ошибка.\nПожалуйста, поробуйте ещё раз.
popup_error_common_button	OK	OK	OK	OK	ОК
popup_error_timeout_head	Vorgang abgebrochen	Opération annulée.	Operazione interrotta	Proces afgebroken	Процесс прерван
popup_error_timeout_message	Der Vorgang dauert zu lange und wurde daher abgebrochen. Bitte überprüfen Sie Ihre Internetverbindung und versuchen Sie es gegebenenfalls erneut.	Le processus de connexion prend trop de temps et a donc été annulé. Veuillez contrôler votre connexion Internet et, le cas échéant, essayer de nouveau de vous connecter.	L’operazione di login dura troppo a lungo ed è stata interrotta. Verificate la vostra connessione a Internet e, se necessario, eseguite di nuovo il login.	De aanmelding duurt te lang en werd daarom afgebroken. Controleer uw internetverbinding en meld u eventueel opnieuw aan.	Из-за продолжительности вход в систему был прерван. Пожалуйста, проверьте соединение с интернетом и попробуйте войти в систему ещё раз.
popup_error_timeout_button	OK	OK	OK	OK	ОК
popup_error_bootup_no_internet_head	Keine Internetverbindung	Pas de connexion Internet	Nessuna connessione a Internet	Geen internetverbinding	Отсутствует соединение с интернетом
popup_error_bootup_no_internet_message	Sie sind nicht mit dem Internet verbunden.\n\nBitte stellen Sie sicher, dass Sie mit dem Internet verbunden sind und starten Sie den tiptoi® Manager erneut.	Vous n’êtes pas connecté à l’Internet.\n\nVeuillez vous assurer que vous êtes connecté à l’Internet et démarrez tiptoi® Manager à nouveau.	Non siete collegati a Internet.\n\nAssicuratevi di essere connessi a Internet e riavviate il tiptoi® Manager.	U bent niet verbonden met het internet.\n\nZorg ervoor dat u met het internet verbonden bent en start de tiptoi® manager opnieuw.	Отсутствует соединение с интернетом.\n\nПожалуйста, удостоверьтесь, что есть соединение с интернетом и запустите программу tiptoi® Manager заново.
popup_error_bootup_no_internet_button	Manager beenden	Quitter le Manager	Esci dal Manager	Manager beëindigen	Завершить программу Manager
popup_error_runtime_no_internet_head	Keine Internetverbindung	Pas de connexion Internet	Nessuna connessione a Internet	Geen internetverbinding	Отсутствует интернет-соединение
popup_error_runtime_no_internet_message	Beim Versuch, eine Verbindung zum Internet herzustellen, ist ein Fehler aufgetreten.\n\nBitte überprüfen Sie Ihre Internetverbindung und führen Sie die Aktion erneut aus.	Une erreur s'est produite lors de la tentative de connexion à Internet.\n\nVeuillez vérifier votre connexion Internet et exécuter l’action à nouveau.	Nel tentativo di connessione a Internet si è verificato un errore.\n\nVerificare la connessione a Internet e ripetere l’operazione.	Bij het maken van een verbinding met het internet is een fout opgetreden.\n\nControleer a.u.b. uw internetverbinding en voer de bewerking opnieuw uit.	При пропытке соединиться с интернетом произошла ошибка.\n\nПожалуйста, проверьте соединение с интернетом и повторите действие.
popup_error_runtime_no_internet_button	OK	OK	OK	OK	ОК
popup_error_pc_download_head	Download auf Computer abgeschlossen	Téléchargement sur l’ordinateur terminé	Terminato download sul computer	Download op computer beëindigd	Загрузка на компьютер завершена
popup_error_pc_download_message	Bitte schließen Sie Ihren tiptoi® Stift an den Computer an, um die heruntergeladenen tiptoi® Audiodateien auf den Stift zu übertragen.	Veuillez connecter votre lecteur tiptoi® à l'ordinateur pour transférer les fichiers audio tiptoi® téléchargés sur le lecteur.	Collegate il vostro lettore tiptoi® al computer per trasferire i file audio tiptoi® scaricati sul lettore digitale.	Sluit uw tiptoi® stift aan op de computer om de gedownloade tiptoi® audiobestanden over te zetten op de stift.	Пожалуйста, подключите Вашу tiptoi®ручку к компьютеру для того, чтобы перенести загруженные tiptoi® аудиофайлы на ручку.
popup_error_pc_download_button	OK	OK	OK	OK	ОК
popup_error_pc_download_toggle	Meldung zukünftig nicht mehr anzeigen	Ne plus afficher le message	Non visualizzare più questo messaggio	Deze melding voortaan niet meer tonen	Больше не показывать это сообщение
popup_error_pen_full_head	Zu wenig Speicherplatz	Mémoire insuffisante	Spazio di memoria insufficiente	Te weinig geheugencapaciteit	Слишком мало памяти
popup_error_pen_full_message	Der aktuelle Download kann nicht ausgeführt werden, da sich auf Ihrem tiptoi® Stift nicht genügend freier Speicherplatz befindet.\nLöschen Sie in der Stiftverwaltung gegebenenfalls nicht mehr benötigte Dateien, um Speicher freizugeben und führen Sie den Download danach erneut aus.	Le téléchargement en cours ne peut pas être effectué car il n'y a pas assez d'espace libre sur votre lecteur tiptoi®.\nSupprimez le cas échéant des fichiers dans la gestion de lecteur pour libérer de la mémoire, puis relancez le téléchargement.	Impossibile eseguire il download attuale, perché lo spazio di memoria sul vostro lettore tiptoi® non è sufficiente.\nCancellate i dati che non sono più necessari nella Gestione lettore, per liberare la memoria e ripetere il download.	De actuele download kan niet worden uitgevoerd, omdat uw tiptoi® stift niet voldoende vrije geheugencapaciteit heeft.\nWis in het stiftbeheer bestanden die u eventueel niet meer nodig hebt om geheugen vrij te geven en start de download daarna opnieuw.	Текущаа загрузка не может быть выполнена, так как на Вашей tiptoi® ручке недостаточно свободной памяти.\nДля освобождения памяти удалите ненужные файлы и повторите процесс загрузки.
popup_error_pen_full_button	OK	OK	OK	OK	ОК
popup_error_pen_connection_head	Zugriff nicht möglich	Aucun lecteur trouvé	Il lettore non è stato trovato	Geen stift gevonden	Ручка не найдена
popup_error_pen_connection_message	Beim Versuch, auf Ihren tiptoi® Stift zuzugreifen, ist ein Fehler aufgetreten.\n\nBitte überprüfen Sie Ihren Stift und führen Sie die Aktion gegebenenfalls erneut aus.	Veuillez connecter votre lecteur tiptoi® à l'ordinateur et assurez-vous que le lecteur est allumé.	Collegate il lettore digitale tiptoi® al computer e assicuratevi che il lettore sia acceso.	Sluit uw tiptoi® stift aan op de computer en zorg dat de stift is ingeschakeld.	Пожалуйста, подключите Вашу tiptoi®ручку к компьютеру и убедитесь, что она включена.
popup_error_pen_connection_button	OK	OK	OK	OK	ОК
popup_error_http_head	Verbindungsfehler	Problème de connexion	Errore di connessione	Verbindingsfout	Ошибка соединения
popup_error_http_message	Es ist ein Fehler mit der Verbindung aufgetreten. \n\nBitte führen Sie die gewünschte Aktion gegebenenfalls erneut aus.	Une erreur est survenue avec la connexion.\n\nVeuillez renouveler l'action souhaitée le cas échéant.	Si è verificato un errore di connessione. n\nSe necessario, ripetere l’azione desiderata.	Er is een fout met de verbinding opgetreden. \n\nVoer de gewenste bewerking eventueel opnieuw uit.	Ошибка при соединении. \n\n Пожалуйста, попробуйте ещё раз.
popup_error_http_button	OK	OK	OK	OK	ОК
popup_error_token_expired_head	Sitzung abgelaufen	La session a expiré	Sessione scaduta	Sessie afgelopen	Сессия завершена
popup_error_token_expired_message	Ihre Benutzer-Sitzung ist abgelaufen und Sie wurden abgemeldet. Bitte melden Sie sich erneut in Ihrem Kundenkonto an.	Votre session utilisateur a expiré et vous avez été déconnecté. Merci de vous identifier à nouveau avec votre compte client.	La vostra sessione utente è scaduta e siete stati disconnessi. Ripetere l’accesso al vostro account cliente.	Uw gebruikerssessie is afgelopen en u werd afgemeld. Meld u opnieuw in uw account aan.	Ваша сессия завершена, произошёл выход из системы. Пожалуйста, войдите снова в свой аккаунт.
popup_error_token_expired_button	OK	OK	OK	OK	ОК
popup_error_needs_login_head	Anmeldung erforderlich	Inscription obligatoire	Login necessario	Aanmelding noodzakelijk	Вы вошли в систему
popup_error_needs_login_message	Um diese Funktion zu nutzen, benötigen Sie ein Benutzerkonto. Erstellen Sie ein neues Konto oder melden Sie sich in einem bestehenden Konto an und versuchen Sie es erneut.	Pour utiliser cette fonctionnalité, un compte d'utilisateur est nécessaire. Créez un nouveau compte ou connectez-vous à un compte existant et réessayez.	Per poter utilizzare questa funzione è necessario un account utente. Create un nuovo account o accedete da un account esistente e riprovateci.	Om gebruik te maken van deze functie hebt u een account nodig. Maak een nieuwe account aan of meld u aan in een bestaande account en probeer het opnieuw.	Для того, чтобы использовать данную функцию, необходимо создать аккаунт. Создайте аккаунт или войдите в систему под уже имеющимся именем и попробуйте ещё раз.
popup_error_needs_login_confirm	Zur Anmeldung	Aller à l’inscription	Al login	Naar de aanmelding	На вход
popup_error_needs_login_decline	Jetzt nicht	Pas maintenant	Non ora	Nu niet	Не сейчас
popup_error_webview_session_head	Sitzung abgelaufen	La session a expiré	Sessione scaduta	Sessie afgelopen	Сессия завершена
popup_error_webview_session_message	Es ist ein Fehler mit Ihrer Benutzer-Sitzung aufgetreten. \nBitte führen Sie die gewünschte Aktion gegebenenfalls neu aus.	Un erreur s'est produite dans votre session utilisateur. \nVeuillez exécuter à nouveau l’action souhaitée, le cas échéant.	Si è verificato un errore nella vostra sessione utente. \nSe necessario, ripetere l’azione desiderata.	Er is een fout met uw gebruikerssessie opgetreden. \nVoer de gewenste bewerking eventueel opnieuw uit.	Во время Вашей сессии произошла ошибка.\nПожалуйста, повторите Ваше действие.
popup_error_webview_session_button	OK	OK	OK	OK	ОК
popup_error_sharing_violation_head	Zugriff nicht möglich	Accès impossible	Accesso non possibile	Toegang niet mogelijk	Невозможно открыть файл
popup_error_sharing_violation_message	Es wird versucht, auf eine Datei zuzugreifen, die gerade verwendet wird oder beschädigt ist.\nBitte versuchen Sie es gegebenenfalls später noch einmal oder überprüfen Sie den Datenträger.	Vous tentez d'accéder à un fichier actuellement utilisé ou endommagé.\nVeuillez réessayer plus tard ou contrôler le lecteur de données.	Si sta tentando di accedere a un file attualmente in uso o danneggiato.\nSe necessario, riprovare più tardi o controllare il supporto dati.	Er wordt geprobeerd toegang te krijgen tot een bestand dat net gebruikt wordt of beschadigd is.\nProbeer het eventueel later nog eens of controleer de informatiedrager.	Попытка получения доступа к файлу, который используется в настоящее время или повреждён.\n Пожалуйста, попробуйте ещё раз или проверьте носитель.
popup_error_sharing_violation_button	OK	OK	OK	OK	ОК
popup_error_bootup_ssl_head	Zertifikat-Fehler	Erreur de certificat	Errore di certificato	Certificaatfout	Ошибка сертификата
popup_error_bootup_ssl_message	Es ist ein Fehler mit der Verbindung aufgetreten und der tiptoi® Manager kann nicht gestartet werden.\n\nBitte führen Sie die gewünschte Aktion erneut aus oder kontaktieren Sie gegebenenfalls den Kundensupport unter ravensburger.com	Une erreur est survenue lors de la connexion et tiptoi® Manager ne peut pas être démarré.\n\nExécutez à nouveau l'action souhaitée ou contactez si nécessaire le support client sous ravensburger.com	Si è verificato un errore nel collegamento e il tiptoi® Manager non può essere avviato.\n\ nRipetere l'operazione o contattare, se necessario, il servizio di assistenza clienti sul sito ravensburger.com	Er is een fout met de verbinding opgetreden en de tiptoi® Manager kan niet gestart worden.\n\nVoer de gewenste bewerking opnieuw uit of neem eventueel contact op met de klantensupport via ravensburger.com	Ошибка в соединении, tiptoi® Manager не может быть запущен. \n\n Пожалуйста, попробуйте ещё раз или свяжитесь со службой поддержки по данной ссылке ravensburger.com
popup_error_bootup_ssl_button	Manager beenden	Quitter le Manager	Esci dal Manager	Manager beëindigen	Завершить Manager
popup_error_ssl_head	Zertifikat-Fehler	Erreur de certificat	Errore di certificato	Certificaatfout	Ошибка сертификата
popup_error_ssl_message	Es ist ein Fehler mit der Verbindung aufgetreten.\n\nBitte führen Sie die gewünschte Aktion erneut aus oder kontaktieren Sie gegebenenfalls den Kundensupport unter ravensburger.com	Une erreur s'est produite lors de la connexion.\n\nExécutez à nouveau l'action souhaitée ou contactez si nécessaire le support client sous ravensburger.com	Si è verificato un errore nel collegamento.\n\nRipetere l'operazione o contattare, se necessario, il servizio di assistenza clienti sul sito ravensburger.com	Er is een fout met de verbinding opgetreden.\n\nVoer de gewenste bewerking opnieuw uit of neem eventueel contact op met de klantensupport via ravensburger.com	Ошибка в соединении, tiptoi® Manager не может быть запущен. \n\n Пожалуйста, попробуйте ещё раз или свяжитесь со службой поддержки по данной ссылке ravensburger.com
popup_error_ssl_button	OK	OK	OK	OK	OK
marketing_overlay_head_1	Werde kreativ mit tiptoi® CREATE	Faites preuve de créativité avec tiptoi® CREATE	Spazio alla creatività con tiptoi® CREATE!	Word creatief met tiptoi® CREATE	Развивайте свои творческие способности с tiptoi® CREATE
marketing_overlay_content_1a	tiptoi® CREATE ist eine Produktreihe, die die Kreativität von Kindern ab 6 Jahren fördert. Mit tiptoi® CREATE Büchern, Spielen und Stickern können Kinder die Aufnahmefunktion des Stifts nutzen: Geräusche erfinden, Geschichten erzählen, Lieder singen - fantasievoll und interaktiv die eigene tiptoi® Welt gestalten! tiptoi® CREATE regt die Kreativität an!	tiptoi® CREATE est une ligne de produits qui favorise la créativité des enfants dès l'âge de 6 ans. Avec les livres, jeux et autocollants tiptoi® CREATE, les enfants peuvent utiliser la fonction d'enregistrement du stylo : inventer des sons, raconter des histoires, chanter des chansons – façonner de manière imaginative et interactive leur propre monde tiptoi® ! tiptoi® CREATE stimule la créativité !	tiptoi® CREATE è una gamma di prodotti che stimola la creatività dei bambini dai 6 anni in su. Con i libri, i giochi e gli sticker tiptoi® CREATE i bambini possono utilizzare la funzione di registrazione del lettore digitale: Scoprire rumori, raccontare storie, cantare canzoni - creare il proprio mondo tiptoi® con fantasia e in modo interattivo! tiptoi® CREATE stimola la creatività!	tiptoi® CREATE is een productlijn die de creativiteit van kinderen vanaf 6 jaar bevordert. Met de boeken, spellen en stickers van tiptoi® CREATE kunnen kinderen de opnamefunctie van de stift gebruiken: geluiden bedenken, verhalen vertellen, liedjes zingen - fantasierijk en interactief een eigen tiptoi® wereld creëren! tiptoi® CREATE bevordert de creativiteit!	tiptoi® CREATE -линейка продуктов, которые способствуют развитию творческих способностей у детей от 6-ти лет. С книгами, играми и наклейками линии tiptoi® CREATE дети могут использовать записывающую функцию ручки: создавать звуки, рассказывать истории, петь песни - интерактивно и с фантазией создавать свой собственный tiptoi® мир! tiptoi® CREATE - это творчество!
marketing_overlay_content_1b	<b>tiptoi® begeistert und motiviert zum Spielen und Lernen!</b>\nDas tiptoi® Sortiment umfasst Bücher, Spiele und Spielzeug mit den wichtigsten Lern- und Wissensthemen für Kinder ab 3 Jahren. Mit dem neuen tiptoi® Stift können alle tiptoi® Produkte verwendet werden. Die Aufnahmefunktion ist jedoch nur mit tiptoi® CREATE Produkten nutzbar.	<b>tiptoi® inspire et motive à jouer et à apprendre !</b>\nLa gamme tiptoi® comprend des livres, des jeux et des jouets avec les principaux thèmes d'apprentissage et de connaissance pour les enfants à partir de 3 ans. Le nouveau lecteur tiptoi® permet d’utiliser tous les produits tiptoi®. La fonction d'enregistrement ne peut toutefois être utilisée qu'avec les produits tiptoi® CREATE.	<b>tiptoi® appassiona e stimola al gioco e all’apprendimento!</b>\nL’assortimento tiptoi® comprende libri, giochi e giocattoli sui principali temi di apprendimento e di conoscenza per bambini dai 3 anni in su. Il nuovo lettore digitale tiptoi® può essere utilizzato con tutti i prodotti tiptoi®. La funzione di registrazione può essere utilizzata però solo con i prodotti tiptoi® CREATE.	<b>tiptoi® inspireert en spoort aan om te spelen en leren!</b>\nHet assortiment van tiptoi® omvat boeken, spellen en speelgoed met de belangrijkste onderwerpen op het gebied van leren en kennis voor kinderen vanaf 3 jaar. Met de nieuwe tiptoi® stift kunnen alle tiptoi® producten worden gebruikt. De opnamefunctie kan echter alleen worden gebruikt met tiptoi® CREATE producten.	<b>tiptoi® восхищает и мотивирует игровую и учебную деятельность!</b>\nАссортимент tiptoi® составляют книги, игры и игрушки с основными обучающими и познавательными темами для детей от 3-х лет. С помощью новой tiptoi®ручки можно пользоваться всеми tiptoi® продуктами. Фунция записи возможна только с продуктами линейки tiptoi® CREATE.
marketing_overlay_head_2	Was tiptoi® CREATE so besonders macht	Ce qui rend tiptoi® CREATE si spécial	Che cosa rende tiptoi® CREATE così speciale	Wat tiptoi® CREATE zo bijzonder maakt	Особенности tiptoi® CREATE
marketing_overlay_content_2a	Fördert Kreativität, Sprachkompetenz und Selbstvertrauen\n\nMotiviert in Welten einzutauchen, Geräusche und Geschichten zu erfinden\n\nSchafft Freiräume, durch eigene Aufnahmen die tiptoi® Welt mitzugestalten	Stimule la créativité et l’estime de soi\n\nMotive à s’immerger dans des mondes, à créer des sons et des histoires\n\nCrée des espaces de liberté pour façonner le monde de tiptoi® par des enregistrements personnels	Dà impulso alla creatività la capacità linguistica e la fiducia in se stessi\n\nStimola a immergersi in mondi e a inventarsi rumori e storie\n\nPermette di contribuire alla creazione dei mondi tiptoi® con le proprie registrazioni	Bevordert creativiteit, taalbeheersing en zelfvertrouwen\n\nMotiveert om een andere wereld te ontdekken, geluiden en verhalen te bedenken\n\nCreëert ruimte voor zelfontplooiing door met eigen opnames de wereld van tiptoi® mee vorm te geven	Способствует развитию творческого мышления, языковой компетенции и самоуверенности\n\n мотивирует погружение в выдуманные миры, создание звуков и историй\n\nсоздает свободное пространство, позволяет участвовать в создании tiptoi® мира с помощью своих записей
marketing_overlay_head_3	Die neue Aufnahmefunktion von tiptoi® CREATE	La nouvelle fonction d'enregistrement de tiptoi® CREATE	La nuova funzione di registrazione di tiptoi® CREATE	De nieuwe opnamefuncite van tiptoi® CREATE	Функция записи от tiptoi® CREATE
marketing_overlay_record	Aufnehmen	Enregistrer	Registrazione	Opnemen	Записать
marketing_overlay_record_content	An allen Stellen mit diesem Aufnahmezeichen können Kinder selbst Geräusche und Sprache aufnehmen und die Geschichte mit eigenen Inhalten ergänzen.	Dès que le symbole de l’enregistrement apparaît, les enfants peuvent enregistrer des sons et des textes par eux-mêmes et compléter l’histoire avec des contenus propres.	Su tutti i punti contrassegnati da questo simbolo di registrazione i bambini possono registrare i suoni e le parole per poi completare la storia con contenuti propri.	Op alle plekken met dit opnamepictogram kunnen kinderen zelf geluiden en taal opnemen en het verhaal met eigen inhoud aanvullen.	Везде, где присутствует такой значок, дети могут самостоятельно записывать звуки и язык, а затем создавать истории с собственным содержанием.
marketing_overlay_play	Abspielen	Lire le son	Riproduzione	Afspelen	Воспроизвести
marketing_overlay_play_content	Wird das Abspielzeichen angetippt, werden die eigenen Aufnahmen wiedergegeben.	Si le caractère de lecture est effleuré, les enregistrements personnels sont lus.	Premendo il simbolo di riproduzione, si potranno ascoltare tutte le registrazioni fatte.	Als het afspeelpictogram wordt aangetikt, worden de eigen opnames weergegeven.	При нажатии "Проиграть" будет воспроизводиться собственная запись
marketing_overlay_marvel	Staunen	Étonnement	Meraviglia	Verbazen	Удивиться
marketing_overlay_marvel_content	Mit dem Zauberstab können überraschende Effekte hinzugefügt werden:\nDie Aufnahmen werden zu einer Geschichte aneinandergereiht, verfremdet oder mit Musik hinterlegt.	La baguette magique peut être utilisée pour ajouter des effets surprenants :\nLes enregistrements sont assemblés pour créer une histoire, modifiés ou de la musique y est ajoutée.	Con la bacchetta magica si possono aggiungere effetti sorprendenti:\nLe registrazioni possono essere riprodotte una di seguito all’altra per formare una storia, presentate in modo insolito o archiviate con la musica.	Met de toverstaf kunnen verrassende effecten worden toegevoegd:\nDe opnames worden aaneengeregen tot een verhaal, krijgen een andere wending of worden begeleid met muziek.	С помощью волшебной палочки можно добавить удивительные эффекты:\n записи будут присоединены одна за другой к истории, по отдельности или вместе с музыкой.
account_overlay_register_password	Passwort	Passwort	Passwort	Passwort	Passwort
account_overlay_register_password_requirements	Mindestens 6 Zeichen, mindestens 1 Buchstabe und 1 Zahl	Mindestens 6 Zeichen, mindestens 1 Buchstabe und 1 Zahl	Mindestens 6 Zeichen, mindestens 1 Buchstabe und 1 Zahl	Mindestens 6 Zeichen, mindestens 1 Buchstabe und 1 Zahl	Mindestens 6 Zeichen, mindestens 1 Buchstabe und 1 Zahl
account_overlay_register_repeat	Passwort bestätigen	Passwort bestätigen	Passwort bestätigen	Passwort bestätigen	Passwort bestätigen
account_overlay_register_error_password_length	Passwort muss mindestens 6 Zeichen umfassen	Passwort muss mindestens 6 Zeichen umfassen	Passwort muss mindestens 6 Zeichen umfassen	Passwort muss mindestens 6 Zeichen umfassen	Passwort muss mindestens 6 Zeichen umfassen
account_overlay_register_error_password_number	Passwort muss mindestens 1 Zahl enthalten	Passwort muss mindestens 1 Zahl enthalten	Passwort muss mindestens 1 Zahl enthalten	Passwort muss mindestens 1 Zahl enthalten	Passwort muss mindestens 1 Zahl enthalten
account_overlay_register_error_password_match	Passwort stimmt nicht überein	Passwort stimmt nicht überein	Passwort stimmt nicht überein	Passwort stimmt nicht überein	Passwort stimmt nicht überein
